article name,article link,article text,article date
""The U.S. had a $334.1 billion trade deficit with China in 2015 , including services, according to the Commerce Department's Bureau of Economic Analysis. It also had a $77.3 billion deficit with Germany and $55.4 billion with Japan . What do all these countries have in common? None have trade agreements with the U.S. Mr. Trump can't 'renegotiate' trade deals that were never negotiated,"" writes Alan Reynolds .

But could Donald Trump's emphasis on trade and immigration allow him to turn out millions of white voters who stayed home in 2012? Karl Rove is skeptical .

Credit: By James Freeman",10/28/16

Long Before The Bernie Bros,http://ezproxy.library.nyu.edu:2048/login?url=http://search.proquest.com/docview/1811510216?accountid=12768,"The Virgin Vote

By Jon Grinspan

(North Carolina, 256 pages, $28)

It is often taken as a good thing when young people show an interest in politics -- especially, it seems, when they vote to the left of their elders. In 1972, for example, young voters split evenly between Richard Nixon and George McGovern, and in 2012 they provided pretty much all of Barack Obama's popular-vote margin.

But these were not the peak years of young Americans' influence on electoral politics. The peak came in the turbulent politics of the pre-Civil War years and the decades after, roughly 1840 to 1900. The period is chronicled in vivid and loving detail by Jon Grinspan, a historian and Smithsonian curator, in ""The Virgin Vote.""

The book's title comes not from the snarky 2012 campaign video -- the one using double-entendre to encourage young women to vote for Barack Obama -- but from a label proudly self-applied in the 19th century by young men who were casting their vote for the first time. ""Virgin voters were likely to vote in groups, often joined by brothers, father and friends,"" Mr. Grinspan writes. And the commotion attracted notice: ""While young men fluffed their beards, donned new hats and headed off to the polls, their sisters looked on with a combination of support, pride and -- sometimes -- resentment.""

Virgin voting and active electioneering were well-nigh universal in mid- and late 19th-century America. From 1840 to 1900, Mr. Grinspan says, between 70% and 80% of those eligible to vote did so in every presidential election, more than ever before or since. Young women were active as well, canvassing and participating in rallies. Young free blacks voted, too, until they were blocked from the polls by Democratic politicians and the Ku Klux Klan.

Drawing on a wide range of scholarship and dozens of diaries, Mr. Grinspan tells his story more in personal than statistical terms. We see 19-year-old Oscar Lawrence Jackson orating for Abraham Lincoln in southern Ohio in 1860; 15-year-old George Washington Albright sneaking out at night to tell other slaves on nearby Mississippi plantations about the Emancipation Proclamation; 16-year-old James Witham arguing politics in the caboose of a westbound train in Nebraska in 1872.

In some of these accounts we hear serious arguments about politics and policy, but they also include ridicule and rowdiness, alcohol consumption and tobacco expectoration, flirting and frivolity, and roving gangs of young men like Lincoln's Wide Awake boys, who prowled at the edge of crowds looking for trouble. Altogether Mr. Grinspan's narrative is a riveting picture of 19th-century politicking.

And a picture in some ways unsettling. Young Americans tended to inherit their political views from their elders and, in this supercharged political atmosphere, tended to stick with the party they supported with their virgin votes. There were some exceptions -- Mr. Grinspan zeroes in on the party-switching and ultimately nonpartisan author William Dean Howells -- but party loyalties then seem much like loyalties to sports teams today: You keep rooting for the Yankees or the Cowboys regardless of changes in players and coaches and owners, overlooking the team's weaknesses and excusing its fouls. Sometimes old parties disappear and new ones are formed, as in the 1850s, just as sports leagues expand and teams relocate. But mostly this was a period, not unlike our two most recent decades, of static partisan divisions, with just a few votes making the difference between victory and defeat.

Yet the rough-and-ready politics of such a time had to deal with the great, and greatly divisive, issues of slavery and civil rights, which accounted for some of the fervor of the virgin voters. One reads Mr. Grinspan's chapter on Oscar Lawrence Jackson's 1860 speech aware that the victory of his candidate culminated in a civil war in which 600,000 died -- and in which Jackson himself survived a shot in the face. He was elected to Congress in the 1880s and died in 1920.

By that time the age of the virgin voter was long over. Voter participation began to fall off in the 1890s. One reason was reform, starting with the ballot itself. Initially each political party printed ballots with only its own candidates listed. The ballots were distributed to would-be virgin voters by armies of young men on Election Day. Between 1887 and 1896, to prevent ballot-box stuffing and discourage straight-ticket voting, most states adopted the so-called Australian ballot, which listed candidates of all parties and was handed out by election clerks. Casting votes, including virgin votes, became a perfunctory matter, Mr. Grinspan notes, rather than a theatrical performance.

For the youth of this period, politics was clearly a form of entertainment, but it eventually met competition: The bicycle craze, the rise of team sports like baseball and the growth of vaudeville provided other pastimes and venues where young men and women could spend time together. By the 1890s, Mr. Grinspan writes, ""youth and politics were quietly untangling themselves."" Even as the potential electorate was expanded by women's suffrage and the naturalization of Ellis Island immigrants, political participation and voter turnout declined.

Should we wish for a revival of young people's participation in politics? Implicitly throughout and explicitly in an afterword, the author answers ""yes."" Amid so many distractions, he argues, the key ""to getting young people involved in politics, regardless of brain chemistry or habits, is to raise them in a culture that cares.""
