article name,article link,article text,article date
Ted Cruz did himself damage. By the end of his tireless campaign for the nomination he was semi-endearing. Wednesday night he resurrected Snaky Ted. He spoke highly of freedom and went after President Obama. Sometimes he half-laughed after speaking a line, as if to say You know this is showbiz, right? It showed an unbecoming detachment. He told the audience not to stay home in November but vote for the right person, then forgot to say who that person might be.

If you can't endorse, good for you and stay home. That isn't politics, it's basic human comportment. If someone you're certain is awful invites you to a party, you politely decline. You don't go, walk into the room, and punch your host in the head. Mr. Cruz miscalculated, thinking if he snubbed Trump half the delegates would cheer. Instead almost all booed. He thought the media would laud his courage and integrity. They saw him as wounded and treated him as prey.

When his campaign ended in June, I attended a small dinner in his honor. Mr. Cruz was charming, modest and funny. When we said goodnight I told him I felt, in retrospect, that I hadn't always been just to him and was glad I'd have a chance to be more generous in the future. Apparently I will need still more time. What a jerk.

Donald Trump's speech was important. He is a vivid figure and for a year has elicited strong reactions. By now he's exhausting. We have Trump Fatigue. Also, who doesn't know how he feels about him? His acceptance speech was an opportunity to break through in a new way and flesh out his purpose. I think he succeeded, though with a certain grimness. He'd probably reply that the times are grim.

We have to assess the true facts of our nation, he said: ""We cannot afford to be so politically correct anymore."" He spoke of ""the plain facts that have been edited out of your nightly news,"" including the costs of illegal immigration and the victims of economic decline.

He argued that the past eight years of U.S. foreign policy have been disastrous to peace and stability. ""But Hillary Clinton's legacy does not have to be America's legacy.""

Does he want a ban on Muslims? No. ""We must immediately suspend immigration from any nation that has been compromised by terrorism until such time as proven vetting mechanisms have been put in place."" This stand has always driven his enemies crazy, and Mr. Trump usually spoke of it sloppily, either deliberately or not. But to most Americans it will sound like simple common sense.

He was frankly populist: ""I have joined the political arena so that the powerful can no longer beat up on people who cannot defend themselves . . . . My greatest compassion will be for our own struggling citizens."" He stands, he asserted, for ""the forgotten"" -- not as their tribune or their leader, but ""their voice.""

Cleverly: ""My opponent asks her supporters to recite a three-word loyalty pledge. It reads, 'I'm with her.' I choose to recite a different pledge: 'I'm with you, the American people.'""

It was not an eloquent speech, not lofty, very plain and blunt. It covered a lot of territory and went too long. It had no leavening humor. It is strange to see a New Yorker so uninterested in wit. It was at points too hyped and declarative, and it was sometimes grandiose.

But it was powerful. After reading a copy of the speech leaked in advance, an anti-Trump conservative intellectual emailed me. ""He's going to win,"" he said. The moment at least was not unknowable to him.

Credit: By Peggy Noonan",10/4/16

"At Bridge Tables, 'No Trump!' Takes On a New Meaning --- Traditional game lingo loses neutrality as some players inject politics",http://ezproxy.library.nyu.edu:2048/login?url=http://search.proquest.com/docview/1806204294?accountid=12768,"Corrections & Amplifications

The American Contract Bridge League is the governing body for the card game in North America. A Page One article Saturday about the term ""no trump"" taking on new meaning in the game incorrectly referred to the group as the American Contract Bridge Association.
